CustomerID,gasto_total,num_transacciones,ticket_promedio_cliente,rank,row_number
13115,2294.78,120,19.12,772,772
15704,2293.62,117,19.6,773,773
12615,2291.19,105,21.82,774,774
13527,2287.51,223,10.26,775,775
17696,2285.71,115,19.88,776,776
12684,2283.63,105,21.75,777,777
16782,2279.9,190,12.0,778,778
13317,2273.68,124,18.34,779,779
17768,2273.18,105,21.65,780,780
14466,2272.4,72,31.56,781,781
13700,2265.12,197,11.5,782,782
16057,2263.12,121,18.7,783,783
16209,2262.62,46,49.19,784,784
14432,2255.51,382,5.9,785,785
16293,2248.99,118,19.06,786,786
17442,2248.56,135,16.66,787,787
15235,2247.51,143,15.72,788,788
16771,2246.81,255,8.81,789,789
15665,2242.01,116,19.33,790,790
14211,2241.1,112,20.01,791,791
16743,2238.09,191,11.72,792,792
14560,2237.77,74,30.24,793,793
14700,2235.3,115,19.44,794,794
16076,2234.73,129,17.32,795,795
15834,2233.75,273,8.18,796,796
18242,2232.49,78,28.62,797,797
14226,2232.19,67,33.32,798,798
14825,2226.91,121,18.4,799,799
17591,2225.97,166,13.41,800,800
12783,2225.91,84,26.5,801,801
13365,2225.37,128,17.39,802,802
15722,2222.56,69,32.21,803,803
15811,2218.62,133,16.68,804,804
12876,2218.02,85,26.09,805,805
12653,2209.85,43,51.39,806,806
13862,2209.36,139,15.89,807,807
15797,2207.4,8,275.93,808,808
15179,2206.95,93,23.73,809,809
13831,2202.99,74,29.77,810,810
17406,2200.42,113,19.47,811,811
15123,2199.31,106,20.75,812,812
16628,2188.05,117,18.7,813,813
15394,2183.54,85,25.69,814,814
14341,2182.28,129,16.92,815,815
12856,2179.93,314,6.94,816,816
12909,2178.67,91,23.94,817,817
12501,2169.39,149,14.56,818,818
12633,2163.98,101,21.43,819,819
13755,2161.35,342,6.32,820,820
12935,2160.7,129,16.75,821,821
16456,2158.37,111,19.44,822,822
14407,2157.73,73,29.56,823,823
16379,2157.4,108,19.98,824,824
13224,2155.95,108,19.96,825,825
16966,2154.97,28,76.96,826,826
17272,2148.63,114,18.85,827,827
14828,2139.76,17,125.87,828,828
12560,2134.01,105,20.32,829,829
17400,2129.96,213,10.0,830,830
13517,2128.42,141,15.1,831,831
14360,2128.23,118,18.04,832,832
16407,2126.93,172,12.37,833,833
14640,2125.08,106,20.05,834,834
15058,2124.99,276,7.7,835,835
13632,2121.27,146,14.53,836,836
18061,2119.41,46,46.07,837,837
18008,2116.19,30,70.54,838,838
14691,2114.33,71,29.78,839,839
13265,2107.66,91,23.16,840,840
18173,2106.84,31,67.96,841,841
18093,2106.52,36,58.51,842,842
14461,2103.06,180,11.68,843,843
14515,2102.09,101,20.81,844,844
17861,2100.8,222,9.46,845,845
15815,2100.6,49,42.87,846,846
13126,2099.64,140,15.0,847,847
12610,2099.54,106,19.81,848,848
16875,2095.53,112,18.71,849,849
17191,2095.13,237,8.84,850,850
18283,2094.88,756,2.77,851,851
14306,2093.32,33,63.43,852,852
13571,2092.32,341,6.14,853,853
17490,2092.32,76,27.53,853,854
13297,2089.85,59,35.42,855,855
18044,2088.6,127,16.45,856,856
14810,2087.88,255,8.19,857,857
16954,2085.08,54,38.61,858,858
18231,2083.27,124,16.8,859,859
14696,2078.95,130,15.99,860,860
14209,2073.43,87,23.83,861,861
18241,2073.09,104,19.93,862,862
18219,2069.77,114,18.16,863,863
14482,2068.15,144,14.36,864,864
12948,2064.95,116,17.8,865,865
12928,2062.7,84,24.56,866,866
16281,2062.06,17,121.3,867,867
14409,2059.45,54,38.14,868,868
12518,2056.89,124,16.59,869,869
17667,2055.51,116,17.72,870,870
14188,2054.36,65,31.61,871,871
16150,2053.02,117,17.55,872,872
17086,2050.08,96,21.36,873,873
17612,2048.45,135,15.17,874,874
14232,2048.07,115,17.81,875,875
17625,2047.0,315,6.5,876,876
13495,2044.87,48,42.6,877,877
17597,2044.37,55,37.17,878,878
17090,2043.95,63,32.44,879,879
13450,2043.72,71,28.78,880,880
14001,2043.08,39,52.39,881,881
12585,2040.1,87,23.45,882,882
13593,2037.08,128,15.91,883,883
18069,2036.67,470,4.33,884,884
17846,2033.1,1,2033.1,885,885
13630,2031.78,71,28.62,886,886
16409,2028.88,232,8.75,887,887
17337,2027.87,543,3.73,888,888
16358,2027.5,109,18.6,889,889
14544,2024.45,114,17.76,890,890
15341,2020.52,17,118.85,891,891
14506,2012.17,316,6.37,892,892
15531,2007.44,228,8.8,893,893
15372,2007.4,27,74.35,894,894
16098,2005.63,67,29.93,895,895
14730,2005.06,501,4.0,896,896
14217,2004.98,100,20.05,897,897
14462,2004.02,240,8.35,898,898
17082,2003.85,81,24.74,899,899
16754,2002.4,2,1001.2,900,900
15493,2001.8,297,6.74,901,901
18188,2001.04,71,28.18,902,902
13305,2000.86,81,24.7,903,903
16698,1998.0,5,399.6,904,904
17827,1995.46,220,9.07,905,905
18204,1993.7,200,9.97,906,906
17679,1992.11,30,66.4,907,907
17088,1991.01,115,17.31,908,908
13246,1987.3,141,14.09,909,909
13590,1981.92,87,22.78,910,910
13725,1980.56,104,19.04,911,911
17422,1979.37,117,16.92,912,912
16341,1971.87,77,25.61,913,913
17997,1970.67,166,11.87,914,914
12674,1970.6,83,23.74,915,915
17790,1965.55,190,10.35,916,916
17218,1960.72,274,7.16,917,917
15351,1960.11,225,8.71,918,918
14498,1957.32,193,10.14,919,919
12853,1957.1,78,25.09,920,920
17554,1952.45,88,22.19,921,921
14533,1949.72,62,31.45,922,922
14653,1947.55,237,8.22,923,923
15814,1945.33,72,27.02,924,924
15518,1942.45,214,9.08,925,925
14418,1937.25,124,15.62,926,926
14472,1936.84,281,6.89,927,927
15864,1936.32,20,96.82,928,928
15157,1936.07,125,15.49,929,929
12528,1933.48,92,21.02,930,930
14655,1932.23,49,39.43,931,931
14978,1931.42,216,8.94,932,932
16983,1931.25,148,13.05,933,933
13094,1927.32,24,80.3,934,934
16942,1920.59,281,6.83,935,935
15021,1914.82,472,4.06,936,936
17368,1912.67,111,17.23,937,937
14285,1910.01,27,70.74,938,938
16426,1908.25,372,5.13,939,939
17228,1906.09,208,9.16,940,940
14210,1905.84,102,18.68,941,941
15819,1905.45,123,15.49,942,942
14250,1904.05,111,17.15,943,943
12762,1898.52,69,27.51,944,944
17463,1896.41,215,8.82,945,945
17870,1894.35,279,6.79,946,946
14934,1890.94,87,21.73,947,947
12371,1887.96,63,29.97,948,948
15641,1887.2,119,15.86,949,949
16170,1885.05,125,15.08,950,950
13890,1883.81,110,17.13,951,951
16128,1880.22,89,21.13,952,952
17738,1879.05,97,19.37,953,953
15367,1877.59,95,19.76,954,954
17293,1875.11,135,13.89,955,955
16986,1873.2,3,624.4,956,956
13982,1871.81,111,16.86,957,957
16474,1871.5,360,5.2,958,958
17469,1870.97,88,21.26,959,959
16841,1869.82,116,16.12,960,960
14524,1867.68,203,9.2,961,961
17787,1865.19,134,13.92,962,962
16201,1863.47,111,16.79,963,963
14887,1862.0,6,310.33,964,964
12423,1859.31,125,14.87,965,965
17873,1859.16,44,42.25,966,966
14305,1858.96,105,17.7,967,967
12963,1856.63,95,19.54,968,968
16979,1852.0,89,20.81,969,969
13421,1851.08,104,17.8,970,970
12383,1850.56,99,18.69,971,971
12381,1845.31,87,21.21,972,972
17519,1844.02,82,22.49,973,973
18180,1843.75,119,15.49,974,974
12950,1843.0,23,80.13,975,975
17015,1842.56,217,8.49,976,976
16102,1842.14,57,32.32,977,977
16455,1841.18,99,18.6,978,978
14113,1840.42,34,54.13,979,979
14216,1839.3,59,31.17,980,980
13924,1838.85,117,15.72,981,981
14459,1837.92,37,49.67,982,982
18287,1837.28,70,26.25,983,983
13650,1836.34,96,19.13,984,984
15827,1836.09,115,15.97,985,985
13048,1835.91,136,13.5,986,986
14665,1835.7,90,20.4,987,987
16152,1829.04,29,63.07,988,988
15203,1827.8,142,12.87,989,989
18122,1826.21,364,5.02,990,990
17702,1824.37,74,24.65,991,991
16153,1824.23,89,20.5,992,992
17705,1823.52,103,17.7,993,993
16169,1822.97,85,21.45,994,994
17828,1820.09,67,27.17,995,995
17629,1814.12,123,14.75,996,996
15260,1810.77,77,23.52,997,997
13481,1804.56,109,16.56,998,998
17663,1802.91,86,20.96,999,999
15812,1801.14,41,43.93,1000,1000
16249,1800.07,69,26.09,1001,1001
13562,1799.33,82,21.94,1002,1002
13196,1797.78,110,16.34,1003,1003
17750,1797.57,193,9.31,1004,1004
17648,1797.5,91,19.75,1005,1005
12348,1797.24,31,57.98,1006,1006
18235,1796.48,104,17.27,1007,1007
13134,1793.58,98,18.3,1008,1008
18179,1793.17,90,19.92,1009,1009
13510,1791.56,115,15.58,1010,1010
16719,1790.42,201,8.91,1011,1011
12523,1789.77,106,16.88,1012,1012
14215,1789.72,108,16.57,1013,1013
14621,1788.36,92,19.44,1014,1014
13875,1786.79,104,17.18,1015,1015
14608,1785.15,20,89.26,1016,1016
14935,1784.71,10,178.47,1017,1017
15050,1782.09,78,22.85,1018,1018
16380,1780.59,32,55.64,1019,1019
15220,1778.96,117,15.2,1020,1020
17092,1777.78,125,14.22,1021,1021
12645,1775.18,73,24.32,1022,1022
17754,1772.26,92,19.26,1023,1023
15594,1771.78,103,17.2,1024,1024
15473,1771.2,11,161.02,1025,1025
17813,1770.88,371,4.77,1026,1026
14387,1770.56,140,12.65,1027,1027
16681,1770.34,44,40.24,1028,1028
13456,1766.72,63,28.04,1029,1029
15950,1765.51,98,18.02,1030,1030
16751,1764.72,25,70.59,1031,1031
12424,1760.96,30,58.7,1032,1032
12823,1759.5,5,351.9,1033,1033
12349,1757.55,73,24.08,1034,1034
15241,1756.44,110,15.97,1035,1035
16359,1750.92,66,26.53,1036,1036
13564,1749.02,83,21.07,1037,1037
13808,1747.66,76,23.0,1038,1038
15067,1744.76,82,21.28,1039,1039
13157,1741.22,87,20.01,1040,1040
14595,1740.6,102,17.06,1041,1041
17930,1740.48,39,44.63,1042,1042
17353,1740.0,8,217.5,1043,1043
17457,1737.7,19,91.46,1044,1044
14673,1736.4,74,23.46,1045,1045
17043,1735.18,102,17.01,1046,1046
16791,1721.78,320,5.38,1047,1047
17451,1721.4,100,17.21,1048,1048
14834,1720.3,67,25.68,1049,1049
15267,1717.36,11,156.12,1050,1050
17162,1715.46,104,16.49,1051,1051
13763,1714.96,15,114.33,1052,1052
17147,1714.59,81,21.17,1053,1053
14441,1712.89,51,33.59,1054,1054
12405,1710.39,54,31.67,1055,1055
15947,1708.24,29,58.9,1056,1056
12407,1708.12,77,22.18,1057,1057
16902,1706.88,44,38.79,1058,1058
15240,1706.57,78,21.88,1059,1059
16398,1705.8,82,20.8,1060,1060
17282,1703.41,94,18.12,1061,1061
12843,1702.26,103,16.53,1062,1062
16007,1701.94,385,4.42,1063,1063
13184,1701.29,181,9.4,1064,1064
17193,1699.3,32,53.1,1065,1065
13824,1698.94,46,36.93,1066,1066
16775,1695.66,158,10.73,1067,1067
12764,1693.88,45,37.64,1068,1068
14245,1693.45,108,15.68,1069,1069
15549,1693.26,115,14.72,1070,1070
16813,1692.98,449,3.77,1071,1071
16671,1692.27,6,282.05,1072,1072
15380,1690.26,36,46.95,1073,1073
17152,1689.5,14,120.68,1074,1074
12635,1689.18,101,16.72,1075,1075
13162,1688.29,79,21.37,1076,1076
13577,1687.6,83,20.33,1077,1077
16638,1680.72,94,17.88,1078,1078
13647,1678.12,79,21.24,1079,1079
13149,1676.06,86,19.49,1080,1080
17656,1674.69,82,20.42,1081,1081
16115,1667.97,284,5.87,1082,1082
12912,1662.3,24,69.26,1083,1083
12530,1662.28,66,25.19,1084,1084
13012,1661.84,89,18.67,1085,1085
15214,1661.44,110,15.1,1086,1086
15024,1661.33,155,10.72,1087,1087
15332,1661.06,35,47.46,1088,1088
12967,1660.9,19,87.42,1089,1089
14045,1659.75,6,276.63,1090,1090
15953,1659.38,98,16.93,1091,1091
15826,1654.31,68,24.33,1092,1092
14573,1653.42,235,7.04,1093,1093
17284,1652.58,292,5.66,1094,1094
16711,1651.03,22,75.05,1095,1095
14837,1649.5,108,15.27,1096,1096
13750,1647.26,24,68.64,1097,1097
12657,1643.18,47,34.96,1098,1098
15002,1641.76,115,14.28,1099,1099
13627,1638.47,92,17.81,1100,1100
12398,1635.66,85,19.24,1101,1101
15122,1633.78,82,19.92,1102,1102
14164,1631.77,29,56.27,1103,1103
17673,1629.12,227,7.18,1104,1104
12377,1628.12,77,21.14,1105,1105
16515,1627.13,113,14.4,1106,1106
14759,1625.97,102,15.94,1107,1107
16987,1625.05,129,12.6,1108,1108
13425,1624.21,78,20.82,1109,1109
15172,1624.05,110,14.76,1110,1110
14937,1621.88,34,47.7,1111,1111
17101,1621.73,42,38.61,1112,1112
14178,1620.93,327,4.96,1113,1113
16801,1619.73,76,21.31,1114,1114
18161,1618.69,80,20.23,1115,1115
14336,1614.91,90,17.94,1116,1116
16992,1614.31,93,17.36,1117,1117
15791,1612.69,75,21.5,1118,1118
14312,1611.59,87,18.52,1119,1119
13614,1610.46,201,8.01,1120,1120
14918,1610.15,45,35.78,1121,1121
12868,1607.06,107,15.02,1122,1122
16817,1604.75,86,18.66,1123,1123
12947,1603.99,97,16.54,1124,1124
16466,1603.46,148,10.83,1125,1125
14719,1602.13,237,6.76,1126,1126
14587,1601.14,383,4.18,1127,1127
15660,1600.86,90,17.79,1128,1128
16496,1599.52,95,16.84,1129,1129
13850,1595.48,93,17.16,1130,1130
17837,1593.38,169,9.43,1131,1131
16332,1593.2,153,10.41,1132,1132
16676,1592.12,89,17.89,1133,1133
14970,1592.06,34,46.83,1134,1134
15611,1591.45,43,37.01,1135,1135
18178,1590.81,97,16.4,1136,1136
14442,1589.82,63,25.24,1137,1137
12393,1582.6,64,24.73,1138,1138
15532,1580.93,256,6.18,1139,1139
12607,1579.51,101,15.64,1140,1140
13814,1579.12,57,27.7,1141,1141
16889,1578.67,135,11.69,1142,1142
13186,1575.89,79,19.95,1143,1143
13634,1575.16,188,8.38,1144,1144
13659,1573.2,104,15.13,1145,1145
17671,1572.71,53,29.67,1146,1146
16283,1570.81,166,9.46,1147,1147
12865,1568.23,95,16.51,1148,1148
15906,1567.69,150,10.45,1149,1149
15111,1567.48,84,18.66,1150,1150
17085,1566.65,187,8.38,1151,1151
17204,1564.56,57,27.45,1152,1152
18239,1561.61,88,17.75,1153,1153
14038,1560.38,92,16.96,1154,1154
16394,1555.34,83,18.74,1155,1155
13313,1555.32,78,19.94,1156,1156
16369,1553.66,118,13.17,1157,1157
15620,1553.18,100,15.53,1158,1158
15117,1551.78,79,19.64,1159,1159
13320,1548.7,106,14.61,1160,1160
14229,1547.2,40,38.68,1161,1161
14704,1546.91,415,3.73,1162,1162
16790,1545.62,93,16.62,1163,1163
13397,1544.13,38,40.64,1164,1164
15701,1542.14,237,6.51,1165,1165
12818,1542.08,14,110.15,1166,1166
16365,1540.42,51,30.2,1167,1167
17159,1538.88,101,15.24,1168,1168
13849,1537.95,101,15.23,1169,1169
12877,1535.77,154,9.97,1170,1170
15392,1535.53,84,18.28,1171,1171
15625,1534.26,64,23.97,1172,1172
13107,1531.62,58,26.41,1173,1173
12759,1531.44,95,16.12,1174,1174
14321,1530.75,123,12.45,1175,1175
14567,1530.36,33,46.37,1176,1176
15916,1528.09,155,9.86,1177,1177
16244,1522.75,91,16.73,1178,1178
16434,1522.25,109,13.97,1179,1179
16066,1521.87,102,14.92,1180,1180
13764,1521.76,208,7.32,1181,1181
13213,1520.58,90,16.9,1182,1182
16880,1519.08,178,8.53,1183,1183
14267,1516.24,55,27.57,1184,1184
13791,1516.0,11,137.82,1185,1185
16748,1515.9,69,21.97,1186,1186
16053,1511.95,84,18.0,1187,1187
16910,1510.06,547,2.76,1188,1188
16279,1509.58,107,14.11,1189,1189
16016,1508.76,235,6.42,1190,1190
15265,1506.12,82,18.37,1191,1191
12937,1504.27,120,12.54,1192,1192
15530,1502.35,108,13.91,1193,1193
16762,1501.38,89,16.87,1194,1194
13810,1499.01,35,42.83,1195,1195
17571,1498.51,299,5.01,1196,1196
14414,1496.98,97,15.43,1197,1197
16755,1496.83,170,8.8,1198,1198
17002,1493.73,49,30.48,1199,1199
15057,1489.5,25,59.58,1200,1200
13110,1488.67,145,10.27,1201,1201
13692,1488.32,53,28.08,1202,1202
14963,1487.8,198,7.51,1203,1203
17553,1487.6,2,743.8,1204,1204
16395,1486.9,210,7.08,1205,1205
14878,1485.54,124,11.98,1206,1206
14758,1484.06,71,20.9,1207,1207
18016,1483.56,123,12.06,1208,1208
15427,1483.14,306,4.85,1209,1209
17590,1479.22,201,7.36,1210,1210
14403,1475.81,20,73.79,1211,1211
15983,1475.02,113,13.05,1212,1212
12826,1474.72,91,16.21,1213,1213
14404,1474.32,103,14.31,1214,1214
14246,1474.06,75,19.65,1215,1215
15128,1471.0,102,14.42,1216,1216
16348,1469.45,235,6.25,1217,1217
14875,1465.32,47,31.18,1218,1218
12882,1463.04,13,112.54,1219,1219
14233,1462.72,35,41.79,1220,1220
14541,1461.65,111,13.17,1221,1221
17063,1461.14,78,18.73,1222,1222
16059,1459.86,180,8.11,1223,1223
16996,1456.96,37,39.38,1224,1224
13309,1456.79,107,13.61,1225,1225
13477,1454.58,79,18.41,1226,1226
15987,1451.28,140,10.37,1227,1227
14740,1448.21,89,16.27,1228,1228
15426,1447.39,292,4.96,1229,1229
14591,1447.14,197,7.35,1230,1230
17073,1446.09,174,8.31,1231,1231
13717,1445.01,102,14.17,1232,1232
13461,1445.0,27,53.52,1233,1233
17175,1443.69,63,22.92,1234,1234
15478,1441.42,46,31.34,1235,1235
15858,1438.85,191,7.53,1236,1236
14071,1438.82,324,4.44,1237,1237
13159,1437.85,121,11.88,1238,1238
14566,1432.0,4,358.0,1239,1239
16503,1431.93,84,17.05,1240,1240
13475,1431.78,86,16.65,1241,1241
16103,1429.64,48,29.78,1242,1242
16271,1429.24,133,10.75,1243,1243
14035,1428.02,66,21.64,1244,1244
15681,1426.16,53,26.91,1245,1245
15106,1422.52,100,14.23,1246,1246
16463,1422.4,82,17.35,1247,1247
16571,1421.69,87,16.34,1248,1248
14019,1421.61,66,21.54,1249,1249
14901,1421.29,96,14.81,1250,1250
14443,1420.2,93,15.27,1251,1251
17288,1419.73,142,10.0,1252,1252
16173,1418.32,84,16.88,1253,1253
15444,1418.26,219,6.48,1254,1254
18116,1418.03,378,3.75,1255,1255
17856,1418.03,15,94.54,1255,1256
14649,1417.29,199,7.12,1257,1257
14748,1415.75,89,15.91,1258,1258
16012,1415.29,94,15.06,1259,1259
16245,1413.66,90,15.71,1260,1260
17004,1412.94,44,32.11,1261,1261
15237,1412.32,99,14.27,1262,1262
15596,1406.59,77,18.27,1263,1263
17083,1405.78,52,27.03,1264,1264
15563,1400.44,113,12.39,1265,1265
14741,1400.34,59,23.73,1266,1266
18202,1396.99,68,20.54,1267,1267
13995,1393.69,86,16.21,1268,1268
17354,1393.06,16,87.07,1269,1269
15810,1391.98,89,15.64,1270,1270
15051,1391.61,143,9.73,1271,1271
13414,1390.5,24,57.94,1272,1272
13516,1389.41,44,31.58,1273,1273
15898,1388.88,86,16.15,1274,1274
16539,1388.81,45,30.86,1275,1275
15453,1388.37,286,4.85,1276,1276
15134,1387.99,73,19.01,1277,1277
12952,1387.79,79,17.57,1278,1278
17676,1387.68,78,17.79,1279,1279
12775,1386.04,66,21.0,1280,1280
13308,1385.51,54,25.66,1281,1281
18167,1384.86,37,37.43,1282,1282
17311,1384.85,55,25.18,1283,1283
13572,1384.25,33,41.95,1284,1284
14507,1383.18,96,14.41,1285,1285
14116,1382.74,72,19.2,1286,1286
16389,1382.07,34,40.65,1287,1287
16726,1382.02,185,7.47,1288,1288
17621,1379.9,26,53.07,1289,1289
12886,1378.4,82,16.81,1290,1290
15569,1375.71,31,44.38,1291,1291
16669,1374.87,160,8.59,1292,1292
14434,1372.8,12,114.4,1293,1293
15095,1370.6,47,29.16,1294,1294
13813,1366.86,69,19.81,1295,1295
14897,1366.38,55,24.84,1296,1296
13396,1360.99,43,31.65,1297,1297
14102,1360.28,79,17.22,1298,1298
15411,1358.88,99,13.73,1299,1299
13232,1357.6,207,6.56,1300,1300
17054,1356.33,83,16.34,1301,1301
14064,1353.74,80,16.92,1302,1302
14859,1353.74,58,23.34,1302,1303
15116,1352.75,45,30.06,1304,1304
16079,1352.0,21,64.38,1305,1305
16493,1351.63,56,24.14,1306,1306
12770,1351.45,12,112.62,1307,1307
12646,1346.97,45,29.93,1308,1308
14154,1345.62,52,25.88,1309,1309
15398,1345.53,73,18.43,1310,1310
12463,1344.78,83,16.2,1311,1311
17372,1342.68,253,5.31,1312,1312
16317,1341.65,69,19.44,1313,1313
13743,1341.6,41,32.72,1314,1314
18177,1341.42,74,18.13,1315,1315
16045,1340.7,83,16.15,1316,1316
13501,1340.32,52,25.78,1317,1317
15734,1339.45,26,51.52,1318,1318
12620,1339.41,92,14.56,1319,1319
15059,1337.72,237,5.64,1320,1320
16110,1337.48,354,3.78,1321,1321
12919,1335.19,50,26.7,1322,1322
15680,1333.68,78,17.1,1323,1323
17932,1331.57,90,14.8,1324,1324
12676,1331.39,45,29.59,1325,1325
16295,1328.55,79,16.82,1326,1326
15146,1327.16,91,14.58,1327,1327
17633,1324.84,70,18.93,1328,1328
12854,1324.5,110,12.04,1329,1329
17095,1324.16,74,17.89,1330,1330
16370,1320.56,228,5.79,1331,1331
14794,1319.91,80,16.5,1332,1332
13168,1319.19,131,10.07,1333,1333
16083,1317.62,31,42.5,1334,1334
12526,1316.66,71,18.54,1335,1335
14921,1316.07,78,16.87,1336,1336
12576,1315.83,88,14.95,1337,1337
14511,1314.81,68,19.34,1338,1338
16464,1314.68,236,5.57,1339,1339
14738,1314.45,54,24.34,1340,1340
14973,1314.45,32,41.08,1340,1341
16040,1313.55,65,20.21,1342,1342
12364,1313.1,85,15.45,1343,1343
12516,1312.06,26,50.46,1344,1344
14856,1311.38,66,19.87,1345,1345
14477,1309.6,10,130.96,1346,1346
16120,1309.14,30,43.64,1347,1347
14047,1308.61,32,40.89,1348,1348
13328,1308.48,17,76.97,1349,1349
14297,1305.33,62,21.05,1350,1350
12507,1304.81,21,62.13,1351,1351
16744,1304.76,242,5.39,1352,1352
17919,1304.04,23,56.7,1353,1353
15813,1303.91,40,32.6,1354,1354
14898,1303.52,116,11.24,1355,1355
15108,1300.25,60,21.67,1356,1356
15494,1299.23,125,10.39,1357,1357
12488,1298.66,55,23.61,1358,1358
12372,1298.04,52,24.96,1359,1359
15602,1297.87,46,28.21,1360,1360
17961,1296.44,249,5.21,1361,1361
16929,1295.39,77,16.82,1362,1362
16224,1295.3,96,13.49,1363,1363
15621,1293.03,16,80.81,1364,1364
16101,1290.7,76,16.98,1365,1365
15171,1289.5,5,257.9,1366,1366
15136,1286.7,68,18.92,1367,1367
16949,1286.27,60,21.44,1368,1368
17350,1286.07,71,18.11,1369,1369
17802,1285.04,140,9.18,1370,1370
16899,1281.56,125,10.25,1371,1371
13878,1281.53,36,35.6,1372,1372
13538,1280.85,25,51.23,1373,1373
16951,1277.75,86,14.86,1374,1374
16692,1276.0,3,425.33,1375,1375
17019,1272.61,234,5.44,1376,1376
12394,1272.48,27,47.13,1377,1377
12630,1270.88,64,19.86,1378,1378
14669,1269.99,170,7.47,1379,1379
13492,1269.84,50,25.4,1380,1380
13431,1269.1,46,27.59,1381,1381
14916,1268.98,77,16.48,1382,1382
15199,1268.7,13,97.59,1383,1383
16660,1267.65,16,79.23,1384,1384
17037,1267.32,75,16.9,1385,1385
17158,1266.97,67,18.91,1386,1386
14105,1266.23,74,17.11,1387,1387
13989,1266.08,41,30.88,1388,1388
16842,1264.19,63,20.07,1389,1389
15497,1262.2,15,84.15,1390,1390
15009,1261.78,182,6.93,1391,1391
16688,1260.86,62,20.34,1392,1392
17388,1259.56,15,83.97,1393,1393
17412,1258.06,66,19.06,1394,1394
13151,1257.87,74,17.0,1395,1395
14931,1257.68,41,30.68,1396,1396
16639,1257.51,50,25.15,1397,1397
17481,1255.59,82,15.31,1398,1398
13848,1255.0,5,251.0,1399,1399
17262,1253.36,12,104.45,1400,1400
14698,1250.76,210,5.96,1401,1401
14383,1247.69,59,21.15,1402,1402
12689,1247.61,72,17.33,1403,1403
13029,1247.5,10,124.75,1404,1404
15004,1246.32,158,7.89,1405,1405
12494,1246.1,77,16.18,1406,1406
13860,1245.9,76,16.39,1407,1407
14428,1244.83,144,8.64,1408,1408
16531,1244.59,77,16.16,1409,1409
17584,1242.3,35,35.49,1410,1410
17588,1240.2,23,53.92,1411,1411
17731,1240.11,67,18.51,1412,1412
12985,1239.38,76,16.31,1413,1413
13476,1238.47,58,21.35,1414,1414
14893,1237.85,73,16.96,1415,1415
13931,1237.53,58,21.34,1416,1416
15201,1236.54,69,17.92,1417,1417
14684,1236.28,421,2.94,1418,1418
15376,1233.36,117,10.54,1419,1419
15910,1232.18,267,4.61,1420,1420
18080,1231.5,2,615.75,1421,1421
18171,1231.31,54,22.8,1422,1422
14913,1227.43,87,14.11,1423,1423
12997,1226.89,59,20.79,1424,1424
12412,1226.88,61,20.11,1425,1425
17774,1225.41,156,7.86,1426,1426
15841,1224.06,47,26.04,1427,1427
13208,1223.9,149,8.21,1428,1428
16794,1222.71,285,4.29,1429,1429
14745,1220.26,69,17.68,1430,1430
15227,1219.4,58,21.02,1431,1431
13491,1215.82,86,14.14,1432,1432
17410,1214.72,64,18.98,1433,1433
13055,1214.41,76,15.98,1434,1434
18263,1213.16,61,19.89,1435,1435
13918,1212.84,30,40.43,1436,1436
16653,1212.66,69,17.57,1437,1437
12464,1212.05,29,41.79,1438,1438
17653,1207.56,44,27.44,1439,1439
15737,1205.12,72,16.74,1440,1440
16800,1201.49,164,7.33,1441,1441
13158,1201.06,79,15.2,1442,1442
17320,1200.62,73,16.45,1443,1443
17800,1199.01,104,11.53,1444,1444
15605,1198.23,67,17.88,1445,1445
13118,1197.81,79,15.16,1446,1446
13211,1197.42,56,21.38,1447,1447
16042,1197.27,71,16.86,1448,1448
17867,1197.1,79,15.15,1449,1449
14487,1196.33,144,8.31,1450,1450
17720,1195.94,50,23.92,1451,1451
17526,1195.9,19,62.94,1452,1452
15145,1194.73,67,17.83,1453,1453
12611,1193.32,65,18.36,1454,1454
13882,1191.13,65,18.33,1455,1455
12462,1189.59,62,19.19,1456,1456
16612,1187.66,66,17.99,1457,1457
15630,1186.35,60,19.77,1458,1458
13752,1186.28,76,15.61,1459,1459
17058,1179.89,62,19.03,1460,1460
16950,1178.56,42,28.06,1461,1461
12885,1175.22,71,16.55,1462,1462
12640,1174.58,53,22.16,1463,1463
15306,1174.35,58,20.25,1464,1464
14857,1173.12,60,19.55,1465,1465
13611,1171.8,74,15.84,1466,1466
18168,1169.94,131,8.93,1467,1467
12358,1168.06,19,61.48,1468,1468
13500,1166.77,65,17.95,1469,1469
14737,1164.55,17,68.5,1470,1470
14261,1163.45,52,22.37,1471,1471
14447,1163.23,70,16.62,1472,1472
16714,1161.53,93,12.49,1473,1473
12546,1161.5,69,16.83,1474,1474
15088,1160.07,57,20.35,1475,1475
17348,1159.52,215,5.39,1476,1476
13499,1159.11,42,27.6,1477,1477
16184,1158.79,45,25.75,1478,1478
14723,1158.3,278,4.17,1479,1479
13744,1156.36,72,16.06,1480,1480
16637,1154.47,69,16.73,1481,1481
16062,1153.62,64,18.03,1482,1482
12710,1149.02,77,14.92,1483,1483
17505,1145.84,52,22.04,1484,1484
16766,1145.6,34,33.69,1485,1485
12769,1143.6,32,35.74,1486,1486
17770,1143.27,38,30.09,1487,1487
18125,1142.99,196,5.83,1488,1488
15985,1142.42,37,30.88,1489,1489
16270,1141.24,54,21.13,1490,1490
13330,1140.93,53,21.53,1491,1491
